,Local time year_month_day_hr_min_s,Time in sec since UTC [s],Time since start [s],HMC8041 - 3V3 - CH1 Voltage [V],HMC8041 - 3V3 - CH1 Current [A],HMC8041 - 3V3 - CH1 Energy since inception [Wh],HMC8041 - 3V3 - CH1 Power [W],HMC8041 - 5V - CH1 Voltage [V],HMC8041 - 5V - CH1 Current [A],HMC8041 - 5V - CH1 Energy since inception [Wh],HMC8041 - 5V - CH1 Power [W],HMC8041 - 12V - CH1 Voltage [V],HMC8041 - 12V - CH1 Current [A],HMC8041 - 12V - CH1 Energy since inception [Wh],HMC8041 - 12V - CH1 Power [W],HMC8041 - NRB - CH1 Voltage [V],HMC8041 - NRB - CH1 Current [A],HMC8041 - NRB - CH1 Energy since inception [Wh],HMC8041 - NRB - CH1 Power [W],GRPH CH 1 [C],GRPH CH 2 [C],GRPH CH 3 [C],GRPH CH 4 [C],MOTEM1 current_A,MOTEM1 current_B,MOTEM1 current_C,MOTEM1 motor_theta,MOTEM1 status_flags,MOTEM1 error_flags,MOTEM1 sampled_error_flags,MOTEM1 hall_theta,MOTEM1 Moving,MOTEM1 Move_type,MOTEM1 theta_error,HMC Power total [W],HMC Energy total [Wh]
2242,2020_08_14_12_07_59,1597399679.8520854,1471.3145785331726,3.3,0.2492,0.332,0.82236,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0878,0.43,1.0536,12.999,0.0883,0.385,1.1478117,-67.05,-62.55,-67.3,-61.3,2039.0,2338.0,2032.0,15674.0,3.0,0.0,0.0,15644.0,1.0,forward,1.0,3.1022717,1.178
2243,2020_08_14_12_08_00,1597399680.463527,1471.9260201454163,3.3,0.244,0.332,0.8051999999999999,5.0,0.0155,0.031,0.0775,12.0,0.0889,0.43,1.0668000000000002,13.0,0.1122,0.386,1.4586,-67.05,-62.6,-67.35,-61.35,2039.0,2258.0,2032.0,15777.0,3.0,0.0,0.0,15752.0,1.0,forward,1.0,3.4081,1.1789999999999998
2244,2020_08_14_12_08_01,1597399681.1109107,1472.5734038352966,3.3,0.2494,0.332,0.82302,5.0,0.0155,0.031,0.0775,12.0,0.0889,0.43,1.0668000000000002,13.0,0.0942,0.386,1.2246000000000001,-67.1,-62.6,-67.45,-61.35,2046.0,2010.0,2309.0,15887.0,3.0,0.0,0.0,15858.0,1.0,forward,1.0,3.1919200000000005,1.1789999999999998
2245,2020_08_14_12_08_01,1597399681.8218768,1473.2843699455261,3.3,0.2439,0.332,0.80487,5.0,0.0155,0.031,0.0775,12.0,0.0881,0.43,1.0572,13.0,0.1095,0.386,1.4235,-67.1,-62.6,-67.45,-61.35,2040.0,2306.0,2032.0,16008.0,3.0,0.0,0.0,15980.0,1.0,forward,1.0,3.3630699999999996,1.1789999999999998
2246,2020_08_14_12_08_02,1597399682.512583,1473.9750761985779,3.3,0.244,0.332,0.8051999999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0879,0.43,1.0548000000000002,13.0,0.1001,0.386,1.3013,-67.05,-62.6,-67.35,-61.35,2041.0,2008.0,2278.0,16125.0,3.0,0.0,0.0,16099.0,1.0,forward,1.0,3.2398,1.1789999999999998
2247,2020_08_14_12_08_03,1597399683.0398645,1474.5023577213287,3.3,0.2492,0.333,0.82236,5.0,0.0155,0.031,0.0775,12.0,0.0874,0.43,1.0488,13.0,0.0855,0.386,1.1115000000000002,-67.05,-62.6,-67.35,-61.3,2337.0,2012.0,2030.0,16214.0,3.0,0.0,0.0,16187.0,1.0,forward,1.0,3.0601599999999998,1.1800000000000002
2248,2020_08_14_12_08_03,1597399683.6243484,1475.086841583252,3.3,0.2492,0.333,0.82236,5.0,0.0155,0.031,0.0775,12.0,0.0886,0.431,1.0632,12.999,0.0781,0.387,1.0152219,-67.05,-62.6,-67.35,-61.3,2049.0,2282.0,2037.0,16314.0,3.0,0.0,0.0,16286.0,1.0,forward,1.0,2.9782819,1.182
2249,2020_08_14_12_08_04,1597399684.2686255,1475.7311186790466,3.3,0.2441,0.333,0.80553,5.0,0.0156,0.031,0.078,12.0,0.0887,0.431,1.0644,12.999,0.0814,0.387,1.0581186,-67.05,-62.6,-67.35,-61.35,2296.0,2011.0,2034.0,16423.0,3.0,0.0,0.0,16397.0,1.0,forward,1.0,3.0060485999999997,1.182
2250,2020_08_14_12_08_04,1597399684.9549358,1476.417428970337,3.3,0.2439,0.333,0.80487,5.0,0.0156,0.031,0.078,12.0,0.0879,0.431,1.0548000000000002,13.0,0.0916,0.387,1.1908,-67.05,-62.6,-67.45,-61.3,2050.0,2009.0,2298.0,16539.0,3.0,0.0,0.0,16513.0,1.0,forward,1.0,3.12847,1.182
2251,2020_08_14_12_08_05,1597399685.7283075,1477.190800666809,3.3,0.2439,0.333,0.80487,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0873,0.431,1.0476,13.0,0.123,0.387,1.599,-67.05,-62.6,-67.45,-61.3,2310.0,2011.0,2031.0,16671.0,3.0,0.0,0.0,16643.0,1.0,forward,1.0,3.52997,1.182
2252,2020_08_14_12_08_06,1597399686.4716094,1477.9341025352478,3.3,0.2495,0.333,0.8233499999999999,5.0,0.0156,0.031,0.078,12.0,0.0886,0.432,1.0632,13.0,0.1169,0.388,1.5197,-67.05,-62.6,-67.45,-61.35,2043.0,2344.0,2035.0,16797.0,3.0,0.0,0.0,16766.0,1.0,forward,1.0,3.48425,1.1840000000000002
2253,2020_08_14_12_08_07,1597399687.0503502,1478.5128433704376,3.3,0.244,0.333,0.8051999999999999,5.0,0.0156,0.031,0.078,12.0,0.0878,0.432,1.0536,13.0,0.0902,0.388,1.1726,-67.1,-62.65,-67.45,-61.3,2036.0,2361.0,2034.0,16895.0,3.0,0.0,0.0,16863.0,1.0,forward,1.0,3.1094,1.1840000000000002
2254,2020_08_14_12_08_07,1597399687.8514757,1479.3139688968658,3.3,0.2492,0.334,0.82236,5.0,0.0155,0.031,0.0775,12.0,0.0876,0.432,1.0512,13.0,0.1058,0.388,1.3754,-67.1,-62.65,-67.45,-61.3,2048.0,2010.0,2275.0,17031.0,3.0,0.0,0.0,17005.0,1.0,forward,1.0,3.32646,1.185
2255,2020_08_14_12_08_08,1597399688.4493284,1479.911821603775,3.3,0.2493,0.334,0.8226899999999999,5.0,0.0156,0.031,0.078,12.0,0.0877,0.432,1.0524,13.0,0.0873,0.388,1.1349,-67.1,-62.6,-67.45,-61.35,2040.0,2009.0,2265.0,17132.0,3.0,0.0,0.0,17107.0,1.0,forward,1.0,3.08799,1.185
2256,2020_08_14_12_08_08,1597399688.9658906,1480.4283838272095,3.3,0.2492,0.334,0.82236,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0874,0.432,1.0488,12.999,0.0884,0.388,1.1491116000000001,-67.05,-62.6,-67.45,-61.35,2041.0,2247.0,2035.0,17220.0,3.0,0.0,0.0,17192.0,1.0,forward,1.0,3.0987716,1.185
2257,2020_08_14_12_08_09,1597399689.539773,1481.0022661685944,3.3,0.2439,0.334,0.80487,5.0,0.0155,0.031,0.0775,12.0,0.0876,0.432,1.0512,13.001,0.0901,0.388,1.1713901,-67.05,-62.6,-67.45,-61.35,2049.0,2007.0,2337.0,17317.0,3.0,0.0,0.0,17287.0,1.0,forward,1.0,3.1049601,1.185
2258,2020_08_14_12_08_10,1597399690.0419414,1481.5044345855713,3.3,0.2439,0.334,0.80487,5.0,0.0155,0.031,0.0775,12.0,0.0885,0.433,1.0619999999999998,13.0,0.0966,0.389,1.2558,-67.05,-62.6,-67.35,-61.35,2309.0,2009.0,2037.0,17402.0,3.0,0.0,0.0,17374.0,1.0,forward,1.0,3.20017,1.187
2259,2020_08_14_12_08_10,1597399690.5467238,1482.0092170238495,3.3,0.2442,0.334,0.8058599999999999,5.0,0.0156,0.031,0.078,12.0,0.0881,0.433,1.0572,13.0,0.1176,0.389,1.5288,-67.05,-62.6,-67.35,-61.35,2310.0,2011.0,2031.0,17488.0,3.0,0.0,0.0,17459.0,1.0,forward,1.0,3.4698599999999997,1.187
2260,2020_08_14_12_08_11,1597399691.2226436,1482.685136795044,3.3,0.2442,0.334,0.8058599999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0886,0.433,1.0632,13.0,0.0764,0.389,0.9932,-67.05,-62.6,-67.35,-61.35,2046.0,2011.0,2286.0,17603.0,3.0,0.0,0.0,17574.0,1.0,forward,1.0,2.9407599999999996,1.187
2261,2020_08_14_12_08_11,1597399691.9029298,1483.365422964096,3.3,0.2438,0.335,0.8045399999999999,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0882,0.433,1.0584,13.0,0.09,0.389,1.17,-67.05,-62.6,-67.35,-61.35,2045.0,2268.0,2038.0,17718.0,3.0,0.0,0.0,17691.0,1.0,forward,1.0,3.11144,1.188
2262,2020_08_14_12_08_12,1597399692.4798985,1483.9423916339874,3.3,0.244,0.335,0.8051999999999999,5.0,0.0155,0.031,0.0775,12.0,0.0885,0.433,1.0619999999999998,13.0,0.0835,0.39,1.0855000000000001,-67.05,-62.6,-67.45,-61.3,2036.0,2295.0,2034.0,17816.0,3.0,0.0,0.0,17787.0,1.0,forward,1.0,3.0302,1.189
2263,2020_08_14_12_08_13,1597399693.1164224,1484.5789155960083,3.3,0.2441,0.335,0.80553,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0884,0.433,1.0608,12.999,0.0737,0.39,0.9580263000000001,-67.1,-62.6,-67.35,-61.35,2307.0,2009.0,2034.0,17924.0,3.0,0.0,0.0,17896.0,1.0,forward,1.0,2.9028563000000003,1.189
2264,2020_08_14_12_08_13,1597399693.7001064,1485.1625995635986,3.3,0.2439,0.335,0.80487,5.0,0.0157,0.031,0.07849999999999999,12.0,0.0886,0.434,1.0632,13.0,0.0876,0.39,1.1388,-67.1,-62.6,-67.35,-61.35,2042.0,2009.0,2335.0,18023.0,3.0,0.0,0.0,17995.0,1.0,forward,1.0,3.08537,1.19
2265,2020_08_14_12_08_14,1597399694.310791,1485.7732841968536,3.3,0.2438,0.335,0.8045399999999999,5.0,0.0156,0.031,0.078,12.0,0.0888,0.434,1.0656,13.0,0.1009,0.39,1.3117,-67.1,-62.6,-67.35,-61.35,2036.0,2262.0,2034.0,18127.0,3.0,0.0,0.0,18099.0,1.0,forward,1.0,3.25984,1.19
2266,2020_08_14_12_08_14,1597399694.9092913,1486.3717844486237,3.3,0.2495,0.335,0.8233499999999999,5.0,0.0156,0.031,0.078,12.0,0.0877,0.434,1.0524,12.999,0.0763,0.391,0.9918237000000001,-67.1,-62.6,-67.35,-61.35,2040.0,2310.0,2032.0,18228.0,3.0,0.0,0.0,18200.0,1.0,forward,1.0,2.9455736999999997,1.191
2267,2020_08_14_12_08_15,1597399695.6703236,1487.1328167915344,3.3,0.2492,0.335,0.82236,5.0,0.0156,0.031,0.078,12.0,0.0887,0.434,1.0644,13.0,0.0959,0.391,1.2467,-67.05,-62.6,-67.35,-61.35,2045.0,2010.0,2301.0,18357.0,3.0,0.0,0.0,18330.0,1.0,forward,1.0,3.2114599999999998,1.191
2268,2020_08_14_12_08_16,1597399696.3397565,1487.8022496700287,3.3,0.2439,0.336,0.80487,5.0,0.0156,0.031,0.078,12.0,0.0874,0.434,1.0488,13.0,0.1023,0.391,1.3299,-67.05,-62.55,-67.3,-61.3,2036.0,2012.0,2319.0,18471.0,3.0,0.0,0.0,18444.0,1.0,forward,1.0,3.26157,1.192
2269,2020_08_14_12_08_17,1597399697.0493054,1488.511798620224,3.3,0.2491,0.336,0.8220299999999999,5.0,0.0155,0.031,0.0775,12.0,0.0874,0.435,1.0488,13.0,0.0855,0.391,1.1115000000000002,-67.05,-62.55,-67.35,-61.3,2045.0,2218.0,2038.0,18591.0,3.0,0.0,0.0,18567.0,1.0,forward,1.0,3.05983,1.193
2270,2020_08_14_12_08_17,1597399697.780789,1489.2432820796967,3.3,0.2493,0.336,0.8226899999999999,5.0,0.0156,0.031,0.078,12.0,0.0877,0.435,1.0524,13.0,0.0879,0.392,1.1427,-67.05,-62.55,-67.35,-61.3,2037.0,2012.0,2273.0,18716.0,3.0,0.0,0.0,18690.0,1.0,forward,1.0,3.09579,1.194
2271,2020_08_14_12_08_18,1597399698.4286325,1489.891125679016,3.3,0.2495,0.336,0.8233499999999999,5.0,0.0155,0.031,0.0775,12.0,0.088,0.435,1.056,13.0,0.1122,0.392,1.4586,-67.05,-62.55,-67.3,-61.3,2344.0,2008.0,2035.0,18826.0,3.0,0.0,0.0,18796.0,1.0,forward,1.0,3.41545,1.194
2272,2020_08_14_12_08_19,1597399699.0369,1490.4993932247162,3.3,0.2493,0.336,0.8226899999999999,5.0,0.0156,0.031,0.078,12.0,0.0878,0.435,1.0536,13.0,0.1164,0.392,1.5132,-67.05,-62.55,-67.35,-61.3,2044.0,2244.0,2038.0,18929.0,3.0,0.0,0.0,18903.0,1.0,forward,1.0,3.4674899999999997,1.194
2273,2020_08_14_12_08_19,1597399699.646176,1491.1086692810059,3.3,0.249,0.336,0.8217,5.0,0.0155,0.031,0.0775,12.0,0.0879,0.435,1.0548000000000002,13.0,0.102,0.392,1.3259999999999998,-67.05,-62.55,-67.35,-61.3,2041.0,2327.0,2032.0,19032.0,3.0,0.0,0.0,19004.0,1.0,forward,1.0,3.2800000000000002,1.194
2274,2020_08_14_12_08_20,1597399700.4059737,1491.8684668540955,3.3,0.2494,0.336,0.82302,5.0,0.0156,0.031,0.078,12.0,0.0881,0.436,1.0572,13.0,0.0835,0.392,1.0855000000000001,-67.05,-62.55,-67.3,-61.3,2045.0,2317.0,2039.0,19161.0,3.0,0.0,0.0,19131.0,1.0,forward,1.0,3.04372,1.1949999999999998
2275,2020_08_14_12_08_21,1597399701.0535097,1492.5160028934479,3.3,0.2493,0.337,0.8226899999999999,5.0,0.0155,0.032,0.0775,12.0,0.0885,0.436,1.0619999999999998,13.0,0.0803,0.393,1.0439,-67.05,-62.55,-67.35,-61.3,2040.0,2259.0,2033.0,19271.0,3.0,0.0,0.0,19244.0,1.0,forward,1.0,3.0060899999999995,1.198
2276,2020_08_14_12_08_21,1597399701.6041887,1493.0666818618774,3.3,0.2493,0.337,0.8226899999999999,5.0,0.0157,0.032,0.07849999999999999,12.0,0.0887,0.436,1.0644,13.0,0.0902,0.393,1.1726,-67.05,-62.55,-67.35,-61.3,2317.0,2011.0,2035.0,19364.0,3.0,0.0,0.0,19337.0,1.0,forward,1.0,3.13819,1.198
2277,2020_08_14_12_08_22,1597399702.1737223,1493.6362154483795,3.3,0.2494,0.337,0.82302,5.0,0.0155,0.032,0.0775,12.0,0.0885,0.436,1.0619999999999998,13.0,0.0971,0.393,1.2623,-67.05,-62.55,-67.35,-61.3,2040.0,2311.0,2032.0,19461.0,3.0,0.0,0.0,19430.0,1.0,forward,1.0,3.22482,1.198
2278,2020_08_14_12_08_22,1597399702.886625,1494.349118232727,3.3,0.2493,0.337,0.8226899999999999,5.0,0.0157,0.032,0.07849999999999999,12.0,0.0875,0.436,1.0499999999999998,13.0,0.0896,0.393,1.1648,-67.05,-62.55,-67.35,-61.3,2357.0,2008.0,2034.0,19582.0,3.0,0.0,0.0,19552.0,1.0,forward,1.0,3.11599,1.198
2279,2020_08_14_12_08_23,1597399703.4776447,1494.9401378631592,3.3,0.2493,0.337,0.8226899999999999,5.0,0.0157,0.032,0.07849999999999999,12.0,0.0874,0.436,1.0488,13.0,0.1022,0.393,1.3286,-67.05,-62.55,-67.35,-61.3,2298.0,2011.0,2031.0,19682.0,3.0,0.0,0.0,19655.0,1.0,forward,1.0,3.27859,1.198
2280,2020_08_14_12_08_24,1597399704.0514362,1495.5139293670654,3.3,0.2493,0.337,0.8226899999999999,5.0,0.0156,0.032,0.078,12.0,0.0877,0.437,1.0524,13.0,0.1009,0.394,1.3117,-67.05,-62.55,-67.35,-61.3,2040.0,2008.0,2304.0,19780.0,3.0,0.0,0.0,19753.0,1.0,forward,1.0,3.26479,1.2000000000000002
2281,2020_08_14_12_08_24,1597399704.5851536,1496.0476467609406,3.3,0.2495,0.337,0.8233499999999999,5.0,0.0155,0.032,0.0775,12.0,0.0876,0.437,1.0512,13.0,0.0857,0.394,1.1141,-67.05,-62.55,-67.35,-61.3,2050.0,2008.0,2325.0,19870.0,3.0,0.0,0.0,19843.0,1.0,forward,1.0,3.06615,1.2000000000000002
2282,2020_08_14_12_08_25,1597399705.1693444,1496.63183760643,3.3,0.2439,0.338,0.80487,5.0,0.0157,0.032,0.07849999999999999,12.0,0.0879,0.437,1.0548000000000002,13.0,0.1071,0.394,1.3923,-67.05,-62.6,-67.3,-61.3,2287.0,2010.0,2031.0,19969.0,3.0,0.0,0.0,19943.0,1.0,forward,1.0,3.33047,1.201
2283,2020_08_14_12_08_25,1597399705.7588918,1497.2213850021362,3.3,0.2495,0.338,0.8233499999999999,5.0,0.0157,0.032,0.07849999999999999,12.0,0.0887,0.437,1.0644,13.0,0.0958,0.394,1.2454,-67.05,-62.6,-67.3,-61.3,2265.0,2011.0,2031.0,20069.0,3.0,0.0,0.0,20045.0,1.0,forward,1.0,3.21165,1.201
2284,2020_08_14_12_08_26,1597399706.3607543,1497.8232474327087,3.3,0.2439,0.338,0.80487,5.0,0.0157,0.032,0.07849999999999999,12.0,0.0887,0.437,1.0644,13.0,0.085,0.394,1.105,-67.05,-62.55,-67.3,-61.3,2036.0,2248.0,2034.0,20171.0,3.0,0.0,0.0,20145.0,1.0,forward,1.0,3.0527699999999998,1.201
2285,2020_08_14_12_08_26,1597399706.9772515,1498.4397447109222,3.3,0.2439,0.338,0.80487,5.0,0.0157,0.032,0.07849999999999999,12.0,0.0874,0.438,1.0488,12.999,0.0889,0.395,1.1556111000000002,-67.05,-62.55,-67.3,-61.3,2038.0,2010.0,2267.0,20276.0,3.0,0.0,0.0,20250.0,1.0,forward,1.0,3.0877811,1.203
2286,2020_08_14_12_08_27,1597399707.5034518,1498.9659450054169,3.3,0.2442,0.338,0.8058599999999999,5.0,0.0157,0.032,0.07849999999999999,12.0,0.0873,0.438,1.0476,13.0,0.1061,0.395,1.3793,-67.05,-62.55,-67.3,-61.3,2042.0,2334.0,2036.0,20365.0,3.0,0.0,0.0,20336.0,1.0,forward,1.0,3.31126,1.203
2287,2020_08_14_12_08_28,1597399708.2451375,1499.7076306343079,3.3,0.2494,0.338,0.82302,5.0,0.0156,0.032,0.078,12.0,0.0887,0.438,1.0644,13.0,0.099,0.395,1.2870000000000001,-67.05,-62.55,-67.3,-61.3,2046.0,2011.0,2282.0,20491.0,3.0,0.0,0.0,20466.0,1.0,forward,0.0,3.25242,1.203
2288,2020_08_14_12_08_29,1597399709.0138547,1500.4763479232788,3.3,0.2491,0.338,0.8220299999999999,5.0,0.0155,0.032,0.0775,12.0,0.087,0.438,1.044,13.0,0.0098,0.395,0.12739999999999999,-67.05,-62.55,-67.3,-61.3,2130.0,2010.0,2037.0,20552.0,3.0,0.0,0.0,20543.0,0.0,rest,0.0,2.07093,1.203
2289,2020_08_14_12_08_29,1597399709.618683,1501.0811762809753,3.3,0.2492,0.339,0.82236,5.0,0.0155,0.032,0.0775,12.0,0.087,0.438,1.044,13.0,0.0099,0.395,0.1287,-67.05,-62.55,-67.3,-61.3,2048.0,2011.0,2110.0,20552.0,3.0,0.0,0.0,20544.0,0.0,rest,0.0,2.0725599999999997,1.204
2290,2020_08_14_12_08_30,1597399710.294359,1501.7568521499634,3.3,0.2492,0.339,0.82236,5.0,0.0155,0.032,0.0775,12.0,0.087,0.438,1.044,13.0,0.0098,0.395,0.12739999999999999,-67.05,-62.55,-67.3,-61.3,2040.0,2011.0,2105.0,20552.0,3.0,0.0,0.0,20544.0,0.0,rest,0.0,2.07126,1.204
2291,2020_08_14_12_08_30,1597399710.9019253,1502.3644185066223,3.3,0.2492,0.339,0.82236,5.0,0.0155,0.032,0.0775,12.0,0.087,0.439,1.044,13.0,0.0098,0.395,0.12739999999999999,-67.05,-62.55,-67.3,-61.3,2043.0,2010.0,2109.0,20552.0,3.0,0.0,0.0,20544.0,0.0,rest,0.0,2.07126,1.205
2292,2020_08_14_12_08_31,1597399711.4650207,1502.9275138378143,3.3,0.2438,0.339,0.8045399999999999,5.0,0.0155,0.032,0.0775,12.0,0.087,0.439,1.044,13.0,0.0098,0.395,0.12739999999999999,-67.05,-62.55,-67.35,-61.3,2040.0,2010.0,2104.0,20552.0,3.0,0.0,0.0,20544.0,0.0,rest,0.0,2.05344,1.205
2293,2020_08_14_12_08_32,1597399712.0646636,1503.527156829834,3.3,0.2492,0.339,0.82236,5.0,0.0155,0.032,0.0775,12.0,0.087,0.439,1.044,13.0,0.0099,0.395,0.1287,-67.05,-62.6,-67.35,-61.3,2049.0,2012.0,2108.0,20552.0,3.0,0.0,0.0,20544.0,0.0,rest,0.0,2.0725599999999997,1.205
2294,2020_08_14_12_08_32,1597399712.5852897,1504.0477828979492,3.3,0.2438,0.339,0.8045399999999999,5.0,0.0155,0.032,0.0775,12.0,0.087,0.439,1.044,13.0,0.0099,0.395,0.1287,-67.05,-62.6,-67.35,-61.3,2039.0,2010.0,2105.0,20552.0,3.0,0.0,0.0,20544.0,0.0,rest,0.0,2.05474,1.205
2295,2020_08_14_12_08_33,1597399713.1442287,1504.6067218780518,3.3,0.2438,0.339,0.8045399999999999,5.0,0.0155,0.032,0.0775,12.0,0.087,0.439,1.044,13.0,0.0099,0.395,0.1287,-67.05,-62.55,-67.35,-61.3,2040.0,2010.0,2104.0,20552.0,3.0,0.0,0.0,20544.0,0.0,rest,0.0,2.05474,1.205
2296,2020_08_14_12_08_33,1597399713.8744776,1505.3369708061218,3.3,0.2439,0.34,0.80487,5.0,0.0155,0.032,0.0775,12.0,0.0874,0.44,1.0488,13.0,0.0685,0.395,0.8905000000000001,-67.05,-62.55,-67.35,-61.3,2040.0,2011.0,2105.0,20552.0,3.0,0.0,0.0,20544.0,1.0,backward,1.0,2.82167,1.207
2297,2020_08_14_12_08_34,1597399714.5259433,1505.988436460495,3.3,0.2495,0.34,0.8233499999999999,5.0,0.0155,0.032,0.0775,12.0,0.0885,0.44,1.0619999999999998,13.0,0.1003,0.395,1.3039,-67.05,-62.55,-67.35,-61.3,2357.0,2008.0,2034.0,20441.0,3.0,0.0,0.0,20473.0,1.0,backward,1.0,3.26675,1.207
2298,2020_08_14_12_08_35,1597399715.2814932,1506.7439863681793,3.3,0.2495,0.34,0.8233499999999999,5.0,0.0156,0.032,0.078,12.0,0.0877,0.44,1.0524,13.0,0.1115,0.396,1.4495,-67.05,-62.55,-67.3,-61.3,2038.0,2294.0,2038.0,20313.0,3.0,0.0,0.0,20340.0,1.0,backward,1.0,3.40325,1.2080000000000002
2299,2020_08_14_12_08_35,1597399715.904129,1507.366622209549,3.3,0.2493,0.34,0.8226899999999999,5.0,0.0156,0.032,0.078,12.001,0.0876,0.44,1.0512876,13.0,0.0982,0.396,1.2766,-67.05,-62.55,-67.3,-61.3,2285.0,2008.0,2037.0,20207.0,3.0,0.0,0.0,20233.0,1.0,backward,1.0,3.2285775999999995,1.2080000000000002
2300,2020_08_14_12_08_36,1597399716.5581677,1508.0206608772278,3.3,0.2492,0.34,0.82236,5.0,0.0157,0.032,0.07849999999999999,12.0,0.0885,0.44,1.0619999999999998,13.0,0.1018,0.396,1.3234,-67.05,-62.55,-67.3,-61.3,2039.0,2249.0,2039.0,20096.0,3.0,0.0,0.0,20124.0,1.0,backward,1.0,3.2862599999999995,1.2080000000000002
2301,2020_08_14_12_08_37,1597399717.1355195,1508.5980126857758,3.3,0.2495,0.34,0.8233499999999999,5.0,0.0156,0.032,0.078,12.0,0.0889,0.44,1.0668000000000002,13.0,0.1061,0.396,1.3793,-67.05,-62.55,-67.35,-61.3,2284.0,2009.0,2038.0,19998.0,3.0,0.0,0.0,20023.0,1.0,backward,1.0,3.3474500000000003,1.2080000000000002
2302,2020_08_14_12_08_37,1597399717.7107167,1509.1732099056244,3.3,0.2439,0.34,0.80487,5.0,0.0156,0.032,0.078,12.0,0.0874,0.441,1.0488,13.0,0.0875,0.397,1.1375,-67.05,-62.55,-67.35,-61.3,2305.0,2008.0,2034.0,19901.0,3.0,0.0,0.0,19927.0,1.0,backward,1.0,3.0691699999999997,1.21
2303,2020_08_14_12_08_38,1597399718.3855193,1509.8480124473572,3.3,0.2495,0.341,0.8233499999999999,5.0,0.0155,0.032,0.0775,12.0,0.0878,0.441,1.0536,13.0,0.0889,0.397,1.1557000000000002,-67.05,-62.55,-67.35,-61.3,2040.0,2224.0,2032.0,19786.0,3.0,0.0,0.0,19811.0,1.0,backward,1.0,3.11015,1.211
2304,2020_08_14_12_08_38,1597399718.9539278,1510.4164209365845,3.3,0.2475,0.341,0.81675,5.0,0.0155,0.032,0.0775,12.0,0.0877,0.441,1.0524,13.0,0.095,0.397,1.235,-67.05,-62.55,-67.35,-61.3,2035.0,2278.0,2034.0,19690.0,3.0,0.0,0.0,19716.0,1.0,backward,1.0,3.1816500000000003,1.211
2305,2020_08_14_12_08_39,1597399719.6386266,1511.1011197566986,3.3,0.2494,0.341,0.82302,5.0,0.0155,0.032,0.0775,12.0,0.0874,0.441,1.0488,13.0,0.1083,0.397,1.4079,-67.05,-62.55,-67.3,-61.3,2256.0,2011.0,2031.0,19574.0,3.0,0.0,0.0,19598.0,1.0,backward,1.0,3.35722,1.211
2306,2020_08_14_12_08_40,1597399720.1959803,1511.6584734916687,3.3,0.2441,0.341,0.80553,5.0,0.0155,0.032,0.0775,12.0,0.0878,0.441,1.0536,13.0,0.1273,0.398,1.6549,-67.05,-62.55,-67.35,-61.3,2049.0,2246.0,2035.0,19479.0,3.0,0.0,0.0,19505.0,1.0,backward,1.0,3.59153,1.2120000000000002
2307,2020_08_14_12_08_41,1597399721.0668178,1512.5293109416962,3.3,0.244,0.341,0.8051999999999999,5.0,0.0156,0.032,0.078,12.0,0.0874,0.442,1.0488,13.0,0.0843,0.398,1.0959,-67.05,-62.55,-67.3,-61.3,2040.0,2008.0,2316.0,19331.0,3.0,0.0,0.0,19360.0,1.0,backward,1.0,3.0279,1.213
2308,2020_08_14_12_08_41,1597399721.6891015,1513.1515946388245,3.3,0.2492,0.341,0.82236,5.0,0.0157,0.032,0.07849999999999999,12.0,0.0875,0.442,1.0499999999999998,13.001,0.0691,0.398,0.8983690999999999,-67.05,-62.55,-67.3,-61.3,2355.0,2009.0,2039.0,19226.0,3.0,0.0,0.0,19255.0,1.0,backward,1.0,2.8492290999999996,1.213
2309,2020_08_14_12_08_42,1597399722.2821317,1513.7446248531342,3.3,0.244,0.341,0.8051999999999999,5.0,0.0156,0.032,0.078,11.999,0.0887,0.442,1.0643113,13.0,0.0625,0.398,0.8125,-67.05,-62.55,-67.35,-61.3,2299.0,2011.0,2034.0,19125.0,3.0,0.0,0.0,19154.0,1.0,backward,1.0,2.7600113,1.213
2310,2020_08_14_12_08_42,1597399722.9225047,1514.384997844696,3.3,0.2495,0.342,0.8233499999999999,5.0,0.0157,0.032,0.07849999999999999,12.0,0.0879,0.442,1.0548000000000002,13.0,0.0889,0.399,1.1557000000000002,-67.05,-62.55,-67.35,-61.3,2363.0,2009.0,2038.0,19016.0,3.0,0.0,0.0,19045.0,1.0,backward,1.0,3.11235,1.215
2311,2020_08_14_12_08_43,1597399723.541259,1515.003752231598,3.3,0.2439,0.342,0.80487,5.0,0.0156,0.032,0.078,12.0,0.0885,0.442,1.0619999999999998,13.0,0.0891,0.399,1.1582999999999999,-67.05,-62.55,-67.3,-61.3,2036.0,2012.0,2318.0,18911.0,3.0,0.0,0.0,18939.0,1.0,backward,1.0,3.1031699999999995,1.215
